transacao_id,imovel_id,bairro,tipo_imovel,area_m2,quartos,condicao,preco_total,preco_m2,comprador_id,comprador_cnpj,forma_pagamento,ano_transacao,mes_transacao,dias_no_mercado
TX-01930,IMO-01930,Varjota,Cobertura,167,4,Usado,1158676.93,6938.19,CPF-07301,,Financiamento,2024,8,55.0
TX-01931,IMO-01931,Varjota,Casa,186,3,Novo,1824756.29,9810.52,CPF-01740,,Financiamento,2024,12,62.0
TX-01932,IMO-01932,Eusébio,Casa,131,3,Novo,754285.84,5757.91,CPF-04140,,Financiamento,2024,2,58.0
TX-01933,IMO-01933,Messejana,Apartamento,63,4,Usado,222095.49,3525.33,CPF-03006,,Financiamento,2024,7,123.0
TX-01934,IMO-01934,Messejana,Cobertura,225,3,Usado,1095120.65,4867.2,CPF-04333,,À vista,2024,12,145.0
TX-01935,IMO-01935,Eusébio,Casa,160,4,Usado,949985.39,5937.41,CPF-07200,,À vista,2023,7,125.0
TX-01936,IMO-01936,Caucaia,Apartamento,53,3,Novo,200105.85,3775.58,CPF-05736,,Financiamento,2023,12,185.0
TX-01937,IMO-01937,Luciano Cavalcante,Casa,100,2,Usado,784286.19,7842.86,CPF-01167,,À vista,2023,2,94.0
TX-01938,IMO-01938,Eusébio,Casa,171,3,Usado,1131770.61,6618.54,CPF-01832,,À vista,2023,1,110.0
TX-01939,IMO-01939,Montese,Casa,164,3,Usado,726774.1,4431.55,CPF-01248,,À vista,2024,2,84.0
TX-01940,IMO-01940,Dionísio Torres,Flat/Studio,34,1,Novo,365025.88,10736.06,CPF-02397,,Financiamento,2022,5,67.0
TX-01941,IMO-01941,Edson Queiroz,Flat/Studio,29,1,Usado,246141.27,8487.63,CPF-03587,,Financiamento,2022,8,87.0
TX-01942,IMO-01942,Varjota,Apartamento,118,3,Usado,1253135.7,10619.79,CPF-02840,,À vista,2023,8,74.0
TX-01943,IMO-01943,Benfica,Casa,125,2,Usado,717040.03,5736.32,CPF-06209,,À vista,2023,4,210.0
TX-01944,IMO-01944,Parangaba,Apartamento,126,4,Usado,470054.28,3730.59,CPF-03650,,Financiamento,2024,1,63.0
TX-01945,IMO-01945,Cocó,Apartamento,98,2,Usado,1339659.54,13670.0,CPF-09018,CNPJ-08004,À vista,2024,5,5.0
TX-01946,IMO-01946,Fátima,Apartamento,99,2,Usado,663487.75,6701.9,CPF-02492,,À vista,2024,4,5.0
TX-01947,IMO-01947,Aldeota,Apartamento,69,4,Novo,833647.25,12081.84,CPF-02688,,À vista,2023,11,
TX-01948,IMO-01948,Maracanaú,Apartamento,69,3,Usado,235369.97,3411.16,CPF-06666,,À vista,2024,8,159.0
TX-01949,IMO-01949,Luciano Cavalcante,Cobertura,130,4,Usado,973087.25,7485.29,CPF-07351,,Financiamento,2022,9,38.0
TX-01950,IMO-01950,Luciano Cavalcante,Cobertura,232,4,Usado,1687086.37,7271.92,CPF-05908,,À vista,2024,8,57.0
TX-01951,IMO-01951,Maracanaú,Flat/Studio,46,1,Novo,145305.62,3158.82,CPF-01304,,À vista,2023,9,111.0
TX-01952,IMO-01952,Dionísio Torres,Casa,130,3,Usado,1177276.03,9055.97,CPF-05628,,À vista,2023,11,144.0
TX-01953,IMO-01953,Maraponga,Apartamento,130,2,Novo,653444.04,5026.49,CPF-06037,,À vista,2024,6,21.0
TX-01954,IMO-01954,Parquelândia,Casa,86,3,Novo,649278.7,7549.75,CPF-06643,,À vista,2023,1,51.0
TX-01955,IMO-01955,Maracanaú,Apartamento,30,3,Novo,89865.87,2995.53,CPF-03403,,À vista,2024,10,147.0
TX-01956,IMO-01956,Eusébio,Apartamento,62,3,Usado,402998.75,6499.98,CPF-00175,,À vista,2022,12,102.0
TX-01957,IMO-01957,Centro,Apartamento,53,1,Novo,314199.77,5928.3,CPF-06322,,À vista,2022,3,141.0
TX-01958,IMO-01958,Dionísio Torres,Apartamento,94,2,Usado,1160080.63,12341.28,CPF-03873,,Financiamento,2023,11,193.0
TX-01959,IMO-01959,Caucaia,Apartamento,89,4,Novo,373978.15,4202.0,CPF-05265,,Financiamento,2024,4,71.0
TX-01960,IMO-01960,Cocó,Apartamento,89,3,Usado,682335.22,7666.69,CPF-00214,,Financiamento,2024,10,20.0
TX-01961,IMO-01961,Fátima,Apartamento,51,3,Novo,348958.38,6842.32,CPF-00598,,À vista,2024,4,48.0
TX-01962,IMO-01962,Messejana,Apartamento,80,3,Novo,345997.69,4324.97,CPF-04945,,Financiamento,2024,11,
TX-01963,IMO-01963,Parquelândia,Casa,104,2,Usado,647888.89,6229.7,CPF-07135,,Financiamento,2023,3,120.0
TX-01964,IMO-01964,Eusébio,Apartamento,36,1,Novo,234012.4,6500.34,CPF-04728,,À vista,2022,1,219.0
TX-01965,IMO-01965,Aquiraz (Beach Park),Cobertura,175,4,Usado,1169578.8,6683.31,CPF-06413,,À vista,2022,9,105.0
TX-01966,IMO-01966,Messejana,Apartamento,88,2,Usado,380884.26,4328.23,CPF-01991,,Financiamento,2024,3,79.0
TX-01967,IMO-01967,Messejana,Apartamento,97,1,Usado,362503.75,3737.15,CPF-05222,,Financiamento,2024,10,111.0
TX-01968,IMO-01968,Maraponga,Apartamento,62,2,Usado,247403.16,3990.37,CPF-04714,,À vista,2024,12,36.0
TX-01969,IMO-01969,Caucaia,Apartamento,123,2,Usado,387247.67,3148.36,CPF-03770,,À vista,2023,2,160.0
TX-01970,IMO-01970,Aquiraz (Beach Park),Casa,83,4,Novo,721165.69,8688.74,CPF-00433,,À vista,2022,8,86.0
TX-01971,IMO-01971,Papicu,Apartamento,82,3,Novo,564074.0,6878.95,CPF-06688,,Financiamento,2022,2,53.0
TX-01972,IMO-01972,Messejana,Apartamento,54,3,Novo,169164.04,3132.67,CPF-06555,,À vista,2023,4,39.0
TX-01973,IMO-01973,Messejana,Apartamento,79,3,Usado,306544.43,3880.31,CPF-03703,,À vista,2023,7,58.0
TX-01974,IMO-01974,Meireles,Apartamento,64,3,Usado,677622.71,10587.85,CPF-05209,,À vista,2023,5,60.0
TX-01975,IMO-01975,Parquelândia,Apartamento,97,2,Usado,661566.87,6820.28,CPF-05310,,Financiamento,2024,8,121.0
TX-01976,IMO-01976,Parquelândia,Flat/Studio,23,1,Novo,128154.68,5571.94,CPF-06556,,À vista,2023,5,97.0
TX-01977,IMO-01977,Aldeota,Apartamento,52,3,Usado,485706.66,9340.51,CPF-02553,,Financiamento,2024,12,59.0
TX-01978,IMO-01978,Parquelândia,Apartamento,60,2,Novo,419745.18,6995.75,CPF-03607,,À vista,2024,9,47.0
TX-01979,IMO-01979,Cocó,Apartamento,111,2,Novo,1204780.92,10853.88,CPF-04154,,Financiamento,2023,9,89.0
TX-01980,IMO-01980,Luciano Cavalcante,Apartamento,86,3,Novo,676134.52,7862.03,CPF-00003,,Financiamento,2023,2,34.0
TX-01981,IMO-01981,Dionísio Torres,Apartamento,66,2,Novo,630062.97,9546.41,CPF-05706,,Financiamento,2022,6,161.0
TX-01982,IMO-01982,Aldeota,Apartamento,86,3,Usado,931808.7,10834.98,CPF-02449,,À vista,2024,7,88.0
TX-01983,IMO-01983,Edson Queiroz,Apartamento,90,3,Novo,797182.05,8857.58,CPF-06271,,À vista,2022,9,42.0
TX-01984,IMO-01984,Edson Queiroz,Apartamento,82,2,Usado,550531.72,6713.8,CPF-06901,,Financiamento,2023,2,39.0
TX-01985,IMO-01985,Papicu,Apartamento,74,1,Usado,549822.11,7430.03,CPF-02563,,À vista,2024,10,11.0
TX-01986,IMO-01986,Montese,Casa,270,3,Usado,1456167.21,5393.21,CPF-09012,,À vista,2023,6,109.0
TX-01987,IMO-01987,Dionísio Torres,Apartamento,39,1,Novo,436506.91,11192.48,CPF-01107,,À vista,2023,3,43.0
TX-01988,IMO-01988,Caucaia,Casa,155,2,Novo,562570.81,3629.49,CPF-02998,,Financiamento,2022,5,59.0
TX-01989,IMO-01989,Dionísio Torres,Cobertura,163,5,Novo,1702237.86,10443.18,CPF-07517,,Financiamento,2024,10,80.0
TX-01990,IMO-01990,Parquelândia,Apartamento,96,3,Usado,530516.78,5526.22,CPF-02113,,À vista,2024,2,51.0
TX-01991,IMO-01991,Luciano Cavalcante,Flat/Studio,46,1,Usado,356350.33,7746.75,CPF-02377,,À vista,2024,10,222.0
TX-01992,IMO-01992,Dionísio Torres,Flat/Studio,42,1,Usado,390958.66,9308.54,CPF-05083,,À vista,2022,4,113.0
TX-01993,IMO-01993,Dionísio Torres,Casa,178,3,Novo,1608785.11,9038.12,CPF-00864,,À vista,2023,7,126.0
TX-01994,IMO-01994,Dionísio Torres,Apartamento,76,4,Usado,554412.54,7294.9,CPF-07796,,À vista,2023,4,161.0
TX-01995,IMO-01995,Benfica,Cobertura,178,3,Novo,1224618.44,6879.88,CPF-03911,,Financiamento,2023,11,49.0
TX-01996,IMO-01996,Centro,Apartamento,86,2,Usado,517879.31,6021.85,CPF-04172,,Financiamento,2023,8,24.0
TX-01997,IMO-01997,Maracanaú,Apartamento,105,2,Usado,286127.8,2725.03,CPF-00155,,À vista,2023,12,53.0
TX-01998,IMO-01998,Papicu,Apartamento,56,2,Usado,410882.16,7337.18,CPF-07259,,À vista,2023,11,9.0
TX-01999,IMO-01999,Eusébio,Apartamento,76,2,Usado,358116.49,4712.06,CPF-07365,,Financiamento,2024,11,55.0
TX-02000,IMO-02000,Meireles,Apartamento,78,1,Novo,1212590.27,15546.03,CPF-05115,,À vista,2024,11,5.0
TX-02001,IMO-02001,Messejana,Apartamento,102,4,Usado,419347.35,4111.25,CPF-07226,,À vista,2023,6,40.0
TX-02002,IMO-02002,Edson Queiroz,Casa,193,4,Usado,1301038.19,6741.13,CPF-05180,,À vista,2023,3,101.0
TX-02003,IMO-02003,Varjota,Flat/Studio,25,1,Usado,368091.3,14723.65,CPF-09006,,À vista,2023,5,16.0
TX-02004,IMO-02004,Caucaia,Casa,143,3,Usado,639852.39,4474.49,CPF-09008,CNPJ-08003,À vista,2024,1,108.0
TX-02005,IMO-02005,Messejana,Apartamento,43,4,Usado,142692.87,3318.44,CPF-07842,,À vista,2024,4,5.0
TX-02006,IMO-02006,Parangaba,Apartamento,103,3,Novo,424666.28,4122.97,CPF-00141,,À vista,2023,6,199.0
TX-02007,IMO-02007,Benfica,Apartamento,90,3,Novo,578185.57,6424.28,CPF-02892,,À vista,2022,4,104.0
TX-02008,IMO-02008,Messejana,Flat/Studio,37,1,Usado,115054.41,3109.58,CPF-07159,,À vista,2022,8,45.0
TX-02009,IMO-02009,Parquelândia,Casa,191,2,Novo,1350455.76,7070.45,CPF-02502,,À vista,2023,5,52.0
TX-02010,IMO-02010,Dionísio Torres,Apartamento,83,2,Novo,955217.97,11508.65,CPF-07517,,Financiamento,2023,2,157.0
TX-02011,IMO-02011,Papicu,Apartamento,68,2,Usado,474706.84,6980.98,CPF-06064,,À vista,2022,12,78.0
TX-02012,IMO-02012,Edson Queiroz,Apartamento,60,2,Novo,420573.72,7009.56,CPF-06647,,À vista,2022,2,37.0
TX-02013,IMO-02013,Aquiraz (Beach Park),Cobertura,189,3,Usado,1031692.59,5458.69,CPF-03482,,À vista,2023,2,108.0
TX-02014,IMO-02014,Parquelândia,Flat/Studio,27,1,Usado,187852.69,6957.51,CPF-03450,,À vista,2024,10,5.0
TX-02015,IMO-02015,Parangaba,Apartamento,69,3,Usado,269918.98,3911.87,CPF-07623,,À vista,2024,11,98.0
TX-02016,IMO-02016,Maraponga,Apartamento,64,3,Usado,242791.84,3793.62,CPF-02084,,Financiamento,2024,3,116.0
TX-02017,IMO-02017,Benfica,Casa,60,5,Novo,411936.02,6865.6,CPF-04785,,Financiamento,2023,12,87.0
TX-02018,IMO-02018,Centro,Apartamento,42,3,Usado,274805.03,6542.98,CPF-02338,,À vista,2023,6,60.0
TX-02019,IMO-02019,Centro,Flat/Studio,30,1,Usado,193286.86,6442.9,CPF-07138,,Financiamento,2022,6,24.0
TX-02020,IMO-02020,Centro,Apartamento,43,3,Usado,221257.53,5145.52,CPF-06748,,Financiamento,2024,4,5.0
TX-02021,IMO-02021,Aquiraz (Beach Park),Casa,181,3,Usado,2251724.39,12440.47,CPF-09004,CNPJ-08001,À vista,2023,11,38.0
TX-02022,IMO-02022,Parangaba,Apartamento,86,1,Usado,445571.12,5181.06,CPF-04810,,À vista,2023,4,204.0
TX-02023,IMO-02023,Papicu,Apartamento,110,4,Usado,719271.8,6538.83,CPF-01203,,Financiamento,2023,8,133.0
TX-02024,IMO-02024,Aldeota,Flat/Studio,43,1,Usado,453604.02,10548.93,CPF-00624,,Financiamento,2024,1,135.0
TX-02025,IMO-02025,Parangaba,Flat/Studio,35,1,Usado,170716.95,4877.63,CPF-06400,,À vista,2023,9,111.0
TX-02026,IMO-02026,Parquelândia,Apartamento,47,3,Novo,374144.73,7960.53,CPF-03523,,À vista,2023,12,26.0
TX-02027,IMO-02027,Fátima,Flat/Studio,28,1,Usado,172077.62,6145.63,CPF-01139,,À vista,2022,8,5.0
TX-02028,IMO-02028,Luciano Cavalcante,Casa,114,3,Usado,1201103.17,10535.99,CPF-09002,CNPJ-08005,À vista,2023,1,23.0
TX-02029,IMO-02029,Aldeota,Casa,112,3,Usado,1051331.16,9386.89,CPF-06092,,À vista,2023,4,105.0
TX-02030,IMO-02030,Papicu,Apartamento,112,3,Usado,821372.96,7333.69,CPF-00536,,Financiamento,2024,7,79.0
TX-02031,IMO-02031,Papicu,Apartamento,71,3,Usado,459111.96,6466.37,CPF-06298,,À vista,2023,12,27.0
TX-02032,IMO-02032,Aquiraz (Beach Park),Apartamento,33,1,Usado,203468.59,6165.71,CPF-00355,,Financiamento,2022,7,34.0
TX-02033,IMO-02033,Caucaia,Apartamento,68,2,Usado,294983.28,4337.99,CPF-09001,CNPJ-08004,À vista,2024,1,80.0
TX-02034,IMO-02034,Varjota,Apartamento,63,4,Usado,436382.07,6926.7,CPF-06328,,À vista,2023,7,100.0
TX-02035,IMO-02035,Montese,Apartamento,90,2,Usado,469532.65,5217.03,CPF-03475,,Financiamento,2023,2,5.0
TX-02036,IMO-02036,Fátima,Casa,236,3,Novo,1825112.31,7733.53,CPF-02020,,Financiamento,2024,7,52.0
TX-02037,IMO-02037,Aquiraz (Beach Park),Apartamento,68,3,Usado,390082.45,5736.51,CPF-01798,,Financiamento,2024,1,33.0
TX-02038,IMO-02038,Maracanaú,Casa,114,4,Usado,280929.02,2464.29,CPF-04164,,Financiamento,2023,3,49.0
TX-02039,IMO-02039,Benfica,Flat/Studio,41,1,Usado,199849.7,4874.38,CPF-00724,,Financiamento,2022,3,61.0
TX-02040,IMO-02040,Cocó,Apartamento,106,4,Novo,1292521.71,12193.6,CPF-07123,,À vista,2023,10,90.0
TX-02041,IMO-02041,Parquelândia,Apartamento,53,2,Usado,240692.84,4541.37,CPF-06691,,À vista,2024,6,93.0
TX-02042,IMO-02042,Eusébio,Casa,218,4,Novo,1254977.82,5756.78,CPF-00140,,Financiamento,2024,8,97.0
TX-02043,IMO-02043,Luciano Cavalcante,Apartamento,84,3,Usado,548831.89,6533.71,CPF-03424,,À vista,2022,9,130.0
TX-02044,IMO-02044,Fátima,Flat/Studio,33,1,Usado,337548.49,10228.74,CPF-09009,CNPJ-08005,À vista,2022,11,96.0
TX-02045,IMO-02045,Benfica,Casa,103,3,Usado,553507.61,5373.86,CPF-06902,,À vista,2023,2,57.0
TX-02046,IMO-02046,Montese,Flat/Studio,44,1,Novo,241210.94,5482.07,CPF-06181,,Financiamento,2023,4,137.0
TX-02047,IMO-02047,Maraponga,Apartamento,59,3,Usado,170474.49,2889.4,CPF-00551,,À vista,2023,10,108.0
TX-02048,IMO-02048,Dionísio Torres,Apartamento,86,3,Usado,798013.44,9279.23,CPF-02144,,À vista,2023,3,84.0
TX-02049,IMO-02049,Centro,Casa,146,2,Novo,831449.63,5694.86,CPF-04399,,Financiamento,2022,4,304.0
TX-02050,IMO-02050,Parangaba,Casa,90,3,Novo,365149.8,4057.22,CPF-07979,,À vista,2023,8,122.0
TX-02051,IMO-02051,Parquelândia,Apartamento,131,2,Usado,988301.67,7544.29,CPF-03339,,Financiamento,2022,9,86.0
TX-02052,IMO-02052,Centro,Apartamento,53,2,Novo,324276.32,6118.42,CPF-06706,,Financiamento,2023,4,5.0
TX-02053,IMO-02053,Parangaba,Flat/Studio,22,1,Usado,93733.05,4260.59,CPF-01928,,À vista,2023,11,22.0
TX-02054,IMO-02054,Eusébio,Apartamento,74,3,Novo,501934.65,6782.9,CPF-07033,,Financiamento,2023,1,108.0
TX-02055,IMO-02055,Edson Queiroz,Casa,134,3,Novo,1052846.64,7857.06,CPF-02640,,Financiamento,2024,11,81.0
TX-02056,IMO-02056,Luciano Cavalcante,Apartamento,58,4,Novo,632818.96,10910.67,CPF-02766,,Financiamento,2023,1,48.0
TX-02057,IMO-02057,Edson Queiroz,Apartamento,77,3,Usado,922437.99,11979.71,CPF-09020,CNPJ-08004,À vista,2022,11,
TX-02058,IMO-02058,Fátima,Casa,89,5,Novo,654772.97,7357.0,CPF-00291,,Financiamento,2024,9,104.0
TX-02059,IMO-02059,Meireles,Flat/Studio,20,1,Usado,309225.76,15461.29,CPF-07307,,Financiamento,2024,9,139.0
TX-02060,IMO-02060,Benfica,Apartamento,73,3,Novo,401075.81,5494.19,CPF-06018,,À vista,2023,5,5.0
TX-02061,IMO-02061,Meireles,Apartamento,106,3,Usado,1188179.73,11209.24,CPF-05585,,À vista,2024,2,141.0
TX-02062,IMO-02062,Maracanaú,Casa,97,3,Usado,250363.79,2581.07,CPF-01995,,À vista,2024,2,39.0
TX-02063,IMO-02063,Benfica,Apartamento,87,4,Usado,379441.49,4361.4,CPF-04476,,Financiamento,2023,9,134.0
TX-02064,IMO-02064,Edson Queiroz,Apartamento,55,2,Usado,510535.27,9282.46,CPF-05793,,Financiamento,2023,2,78.0
TX-02065,IMO-02065,Centro,Apartamento,91,2,Novo,475374.94,5223.9,CPF-00064,,À vista,2024,11,52.0
TX-02066,IMO-02066,Dionísio Torres,Apartamento,87,2,Novo,794836.42,9136.05,CPF-04481,,Financiamento,2022,2,81.0
TX-02067,IMO-02067,Fátima,Apartamento,73,3,Usado,414089.3,5672.46,CPF-01239,,Financiamento,2024,9,48.0
TX-02068,IMO-02068,Papicu,Apartamento,39,2,Novo,329024.43,8436.52,CPF-03482,,À vista,2024,10,43.0
TX-02069,IMO-02069,Montese,Casa,116,3,Usado,467043.08,4026.23,CPF-00743,,Financiamento,2023,10,182.0
TX-02070,IMO-02070,Parangaba,Flat/Studio,36,1,Novo,150751.69,4187.55,CPF-01475,,À vista,2023,8,91.0
TX-02071,IMO-02071,Montese,Cobertura,199,3,Usado,766506.55,3851.79,CPF-00615,,À vista,2023,3,156.0
TX-02072,IMO-02072,Messejana,Apartamento,97,4,Novo,555484.61,5726.65,CPF-04460,,Financiamento,2022,1,203.0
TX-02073,IMO-02073,Meireles,Apartamento,59,4,Usado,585617.01,9925.71,CPF-04868,,Financiamento,2024,3,5.0
TX-02074,IMO-02074,Fátima,Apartamento,80,3,Novo,658374.96,8229.69,CPF-04552,,Financiamento,2023,12,114.0
TX-02075,IMO-02075,Caucaia,Casa,192,3,Usado,386791.34,2014.54,CPF-05519,,À vista,2023,1,58.0
TX-02076,IMO-02076,Caucaia,Casa,161,3,Novo,554384.44,3443.38,CPF-07549,,À vista,2022,5,118.0
TX-02077,IMO-02077,Montese,Casa,133,3,Usado,564769.82,4246.39,CPF-01578,,À vista,2023,8,97.0
TX-02078,IMO-02078,Eusébio,Apartamento,70,3,Usado,286667.0,4095.24,CPF-03535,,Financiamento,2023,12,65.0
TX-02079,IMO-02079,Maraponga,Apartamento,48,2,Novo,314260.21,6547.09,CPF-09019,CNPJ-08005,À vista,2024,5,164.0
TX-02080,IMO-02080,Eusébio,Apartamento,65,3,Usado,360492.11,5546.03,CPF-01795,,Financiamento,2022,7,119.0
TX-02081,IMO-02081,Montese,Casa,183,4,Usado,791021.39,4322.52,CPF-03409,,À vista,2023,12,168.0
TX-02082,IMO-02082,Aldeota,Apartamento,72,3,Usado,858761.57,11927.24,CPF-07888,,À vista,2022,4,38.0
TX-02083,IMO-02083,Caucaia,Casa,181,3,Usado,526262.58,2907.53,CPF-01123,,À vista,2024,10,5.0
TX-02084,IMO-02084,Benfica,Flat/Studio,34,1,Usado,221657.85,6519.35,CPF-04204,,À vista,2023,9,165.0
TX-02085,IMO-02085,Caucaia,Apartamento,102,2,Usado,311018.27,3049.2,CPF-06910,,À vista,2024,10,39.0
TX-02086,IMO-02086,Luciano Cavalcante,Cobertura,114,4,Usado,996119.15,8737.89,CPF-04567,,À vista,2024,6,35.0
TX-02087,IMO-02087,Messejana,Casa,138,2,Novo,587226.03,4255.26,CPF-00745,,Financiamento,2023,4,128.0
TX-02088,IMO-02088,Cocó,Apartamento,70,2,Usado,649623.82,9280.34,CPF-01049,,Financiamento,2023,1,118.0
TX-02089,IMO-02089,Dionísio Torres,Casa,124,3,Usado,1489960.04,12015.81,CPF-09002,CNPJ-08002,À vista,2024,9,5.0
TX-02090,IMO-02090,Dionísio Torres,Apartamento,34,4,Novo,468770.28,13787.36,CPF-03227,,À vista,2023,3,76.0
TX-02091,IMO-02091,Eusébio,Casa,157,4,Usado,1054759.31,6718.21,CPF-04449,,À vista,2024,11,164.0
TX-02092,IMO-02092,Fátima,Apartamento,88,1,Usado,497757.14,5656.33,CPF-06591,,À vista,2023,7,152.0
TX-02093,IMO-02093,Papicu,Casa,139,4,Novo,1525397.81,10974.08,CPF-09019,CNPJ-08001,À vista,2023,1,5.0
TX-02094,IMO-02094,Fátima,Apartamento,101,2,Usado,636609.15,6303.06,CPF-02734,,À vista,2024,3,67.0
TX-02095,IMO-02095,Eusébio,Apartamento,74,2,Usado,342615.16,4629.93,CPF-06526,,À vista,2022,10,82.0
TX-02096,IMO-02096,Centro,Apartamento,61,3,Usado,331321.61,5431.5,CPF-07614,,Financiamento,2022,11,111.0
TX-02097,IMO-02097,Eusébio,Apartamento,75,1,Novo,537450.68,7166.01,CPF-03674,,À vista,2022,9,40.0
TX-02098,IMO-02098,Cocó,Casa,60,4,Usado,548086.16,9134.77,CPF-07153,,À vista,2024,5,17.0
TX-02099,IMO-02099,Papicu,Casa,103,2,Usado,747293.29,7255.27,CPF-04558,,À vista,2022,7,134.0
TX-02100,IMO-02100,Edson Queiroz,Flat/Studio,31,1,Usado,243004.47,7838.85,CPF-04771,,À vista,2023,5,59.0
TX-02101,IMO-02101,Parangaba,Casa,188,5,Usado,1016059.35,5404.57,CPF-09005,,À vista,2022,4,5.0
TX-02102,IMO-02102,Caucaia,Apartamento,52,2,Usado,216552.36,4164.47,CPF-09001,CNPJ-08004,À vista,2022,2,173.0
TX-02103,IMO-02103,Parquelândia,Casa,159,4,Novo,1124631.35,7073.15,CPF-01317,,À vista,2023,6,128.0
TX-02104,IMO-02104,Eusébio,Apartamento,107,2,Novo,637297.37,5956.05,CPF-06139,,À vista,2024,3,86.0
TX-02105,IMO-02105,Messejana,Apartamento,87,3,Novo,371279.13,4267.58,CPF-06961,,Financiamento,2023,9,46.0
TX-02106,IMO-02106,Cocó,Apartamento,91,3,Novo,892020.13,9802.42,CPF-03210,,Financiamento,2023,12,38.0
TX-02107,IMO-02107,Caucaia,Flat/Studio,24,1,Usado,71051.6,2960.48,CPF-00789,,À vista,2024,10,122.0
TX-02108,IMO-02108,Messejana,Flat/Studio,36,1,Novo,145622.93,4045.08,CPF-01910,,Financiamento,2022,4,87.0
TX-02109,IMO-02109,Dionísio Torres,Flat/Studio,43,1,Usado,369988.25,8604.38,CPF-02360,,À vista,2022,2,113.0
TX-02110,IMO-02110,Maraponga,Cobertura,202,4,Usado,1058298.63,5239.1,CPF-07183,,Financiamento,2024,6,82.0
TX-02111,IMO-02111,Parquelândia,Apartamento,70,3,Usado,440780.08,6296.86,CPF-07198,,À vista,2023,9,74.0
TX-02112,IMO-02112,Aldeota,Casa,198,3,Usado,1914169.43,9667.52,CPF-05181,,À vista,2024,3,127.0
TX-02113,IMO-02113,Centro,Apartamento,87,3,Novo,517557.74,5948.94,CPF-07622,,À vista,2023,6,5.0
TX-02114,IMO-02114,Eusébio,Apartamento,32,3,Novo,198163.41,6192.61,CPF-03751,,À vista,2023,4,71.0
TX-02115,IMO-02115,Cocó,Apartamento,71,2,Usado,742637.54,10459.68,CPF-02280,,À vista,2022,9,121.0
TX-02116,IMO-02116,Parquelândia,Apartamento,70,4,Usado,375222.58,5360.32,CPF-01568,,À vista,2023,2,63.0
TX-02117,IMO-02117,Aldeota,Casa,208,4,Usado,2267957.16,10903.64,CPF-05362,,Financiamento,2024,6,66.0
TX-02118,IMO-02118,Maraponga,Cobertura,191,4,Novo,743520.47,3892.78,CPF-00649,,À vista,2023,7,128.0
TX-02119,IMO-02119,Aldeota,Apartamento,91,2,Novo,1067893.18,11735.09,CPF-02597,,Financiamento,2023,11,94.0
TX-02120,IMO-02120,Aldeota,Apartamento,58,3,Usado,472836.78,8152.36,CPF-04332,,Financiamento,2024,6,5.0
TX-02121,IMO-02121,Cocó,Apartamento,70,2,Usado,523186.09,7474.09,CPF-01284,,Financiamento,2022,5,
TX-02122,IMO-02122,Messejana,Apartamento,53,3,Novo,189772.22,3580.61,CPF-05016,,Financiamento,2023,3,47.0
TX-02123,IMO-02123,Aquiraz (Beach Park),Flat/Studio,30,1,Usado,203678.07,6789.27,CPF-05156,,Financiamento,2023,7,119.0
TX-02124,IMO-02124,Edson Queiroz,Apartamento,65,3,Usado,467040.27,7185.23,CPF-06291,,Financiamento,2022,9,78.0
TX-02125,IMO-02125,Meireles,Apartamento,61,2,Usado,648550.41,10631.97,CPF-05562,,À vista,2022,8,174.0
TX-02126,IMO-02126,Varjota,Apartamento,67,3,Novo,637027.99,9507.88,CPF-01482,,Financiamento,2023,4,37.0
TX-02127,IMO-02127,Edson Queiroz,Casa,80,4,Usado,409368.36,5117.1,CPF-06416,,À vista,2022,6,112.0
TX-02128,IMO-02128,Montese,Apartamento,95,3,Usado,302214.51,3181.21,CPF-00856,,À vista,2022,12,95.0
TX-02129,IMO-02129,Centro,Apartamento,56,1,Usado,319165.38,5699.38,CPF-04589,,À vista,2024,2,27.0
TX-02130,IMO-02130,Varjota,Apartamento,69,4,Usado,592493.97,8586.87,CPF-05460,,À vista,2022,1,186.0
TX-02131,IMO-02131,Parangaba,Apartamento,78,3,Usado,379470.19,4865.0,CPF-04849,,Financiamento,2023,9,55.0
TX-02132,IMO-02132,Maraponga,Apartamento,40,2,Novo,173401.71,4335.04,CPF-07527,,À vista,2024,2,5.0
TX-02133,IMO-02133,Maraponga,Apartamento,138,4,Usado,582989.33,4224.56,CPF-06518,,À vista,2024,11,21.0
TX-02134,IMO-02134,Eusébio,Casa,135,3,Novo,836791.06,6198.45,CPF-04015,,À vista,2023,12,5.0
TX-02135,IMO-02135,Montese,Apartamento,102,4,Novo,482480.46,4730.2,CPF-02790,,Financiamento,2022,4,56.0
TX-02136,IMO-02136,Parangaba,Apartamento,77,1,Usado,324936.07,4219.95,CPF-02973,,À vista,2024,2,159.0
TX-02137,IMO-02137,Montese,Apartamento,64,3,Usado,284169.2,4440.14,CPF-03484,,À vista,2023,9,137.0
TX-02138,IMO-02138,Maracanaú,Apartamento,35,3,Usado,97545.04,2787.0,CPF-03258,,À vista,2023,6,71.0
TX-02139,IMO-02139,Montese,Cobertura,168,4,Novo,897443.66,5341.93,CPF-03291,,À vista,2023,3,50.0
TX-02140,IMO-02140,Montese,Casa,124,3,Novo,571886.74,4611.99,CPF-05779,,À vista,2024,7,137.0
TX-02141,IMO-02141,Meireles,Flat/Studio,34,1,Usado,482972.11,14205.06,CPF-04817,,À vista,2022,12,152.0
